ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Revenue_per_box,Profit,Cost_price,Profit_Margin%,Sales_Person,Team,Product,Category,Country,Region,Cost_per_box,cancelled
S00000826,SP01,P22,G1,2023-07-17,8219.25,329,Delivered,24.98,7347.4,871.85,89.39258448155245,Ramalingam Kothapeta,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00000841,SP01,P22,G1,2023-05-05,204.75,9,Delivered,22.75,180.9,23.85,88.35164835164836,Ramalingam Kothapeta,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00000842,SP01,P22,G1,2024-05-28,4335.75,174,Delivered,24.92,3874.65,461.1,89.36516173672375,Ramalingam Kothapeta,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00000850,SP01,P22,G5,2023-05-08,5899.5,236,Delivered,25.0,5274.1,625.4,89.39910161878126,Ramalingam Kothapeta,Yummies,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00000854,SP01,P22,G1,2024-10-25,9675.0,373,Delivered,25.94,8686.55,988.45,89.78346253229972,Ramalingam Kothapeta,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00000876,SP01,P22,G4,2024-01-25,7971.75,307,Delivered,25.97,7158.2,813.55,89.79458713582338,Ramalingam Kothapeta,Yummies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0
S00000878,SP01,P22,G5,2024-03-26,5195.25,217,Delivered,23.94,4620.2,575.05,88.9312352629806,Ramalingam Kothapeta,Yummies,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00000882,SP01,P07,G1,2024-07-24,7411.5,391,Delivered,18.96,3524.96,3886.54,47.560682722795654,Ramalingam Kothapeta,Yummies,Drinking Coco,Other,India,APAC,9.94,0
S00000886,SP01,P07,G2,2023-10-11,6360.75,398,Delivered,15.98,2404.63,3956.12,37.804189757497156,Ramalingam Kothapeta,Yummies,Drinking Coco,Other,USA,Americas,9.94,0
S00000888,SP01,P07,G3,2023-10-09,10048.5,629,Cancelled,15.98,3796.24,6252.26,37.77917102055033,Ramalingam Kothapeta,Yummies,Drinking Coco,Other,Canada,Americas,9.94,1
S00000903,SP01,P07,G4,2023-12-06,9558.0,638,Delivered,14.98,3216.28,6341.72,33.65013601171793,Ramalingam Kothapeta,Yummies,Drinking Coco,Other,New Zealand,APAC,9.94,0
S00000914,SP01,P07,G2,2023-04-28,8808.75,588,Delivered,14.98,2964.03,5844.72,33.648701575138354,Ramalingam Kothapeta,Yummies,Drinking Coco,Other,USA,Americas,9.94,0
S00000920,SP01,P07,G5,2024-10-18,3791.25,316,Delivered,12.0,650.21,3141.04,17.150280250576987,Ramalingam Kothapeta,Yummies,Drinking Coco,Other,Australia,APAC,9.94,0
S00000927,SP01,P17,G1,2023-02-13,8833.5,305,Delivered,28.96,6262.35,2571.15,70.89319069451521,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00000939,SP01,P17,G1,2023-02-24,16110.0,597,Delivered,26.98,11077.29,5032.71,68.76033519553073,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00000942,SP01,P17,G2,2024-02-12,12143.25,434,Delivered,27.98,8484.63,3658.62,69.87116299178555,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0
S00000948,SP01,P17,G5,2024-01-29,371.25,15,Delivered,24.75,244.8,126.45,65.93939393939394,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0
S00000952,SP01,P17,G1,2023-10-05,7845.75,281,Delivered,27.92,5476.92,2368.83,69.80747538476245,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00000953,SP01,P17,G1,2024-10-16,6277.5,242,Delivered,25.94,4237.44,2040.06,67.50203106332138,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00000957,SP01,P17,G2,2023-04-26,756.0,30,Delivered,25.2,503.1,252.9,66.54761904761905,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0
S00000967,SP01,P17,G1,2023-07-19,974.25,35,Delivered,27.84,679.2,295.05,69.71516551193227,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00000972,SP01,P17,G3,2025-03-24,1028.25,40,Placed,25.71,691.05,337.2,67.20641867250183,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,Canada,Americas,8.43,0
S00000975,SP01,P17,G4,2024-04-08,12210.75,489,Delivered,24.97,8088.48,4122.27,66.2406486088078,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0
S00000985,SP01,P17,G2,2023-08-25,11508.75,443,Delivered,25.98,7774.26,3734.49,67.55086347344412,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0
S00000987,SP01,P17,G4,2024-07-29,7440.75,311,Delivered,23.93,4819.02,2621.73,64.76524543896785,Ramalingam Kothapeta,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0
S00000995,SP01,P08,G1,2025-01-30,10575.0,756,Cancelled,13.99,4731.12,5843.88,44.73872340425532,Ramalingam Kothapeta,Yummies,99% Dark & Pure,Bars,India,APAC,7.73,1
S00001002,SP01,P08,G4,2024-09-10,7326.0,611,Delivered,11.99,2602.97,4723.03,35.53057603057603,Ramalingam Kothapeta,Yummies,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00001018,SP01,P08,G5,2023-11-06,7272.0,455,Delivered,15.98,3754.85,3517.15,51.63435093509351,Ramalingam Kothapeta,Yummies,99% Dark & Pure,Bars,Australia,APAC,7.73,0
S00001029,SP01,P08,G4,2024-12-19,17457.75,1746,Delivered,10.0,3961.17,13496.58,22.69003737595051,Ramalingam Kothapeta,Yummies,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00001044,SP01,P08,G4,2025-03-13,967.5,61,Cancelled,15.86,495.97,471.53,51.263049095607236,Ramalingam Kothapeta,Yummies,99% Dark & Pure,Bars,New Zealand,APAC,7.73,1
S00001052,SP01,P08,G1,2024-09-17,13612.5,1362,Delivered,9.99,3084.24,10528.26,22.657410468319558,Ramalingam Kothapeta,Yummies,99% Dark & Pure,Bars,India,APAC,7.73,0
S00001055,SP01,P08,G2,2024-04-03,6588.0,507,Cancelled,12.99,2668.89,3919.11,40.51138433515483,Ramalingam Kothapeta,Yummies,99% Dark & Pure,Bars,USA,Americas,7.73,1
S00001087,SP01,P13,G4,2024-10-08,2965.5,270,Delivered,10.98,127.8,2837.7,4.309559939301972,Ramalingam Kothapeta,Yummies,85% Dark Bars,Bars,New Zealand,APAC,10.51,0
S00001098,SP01,P13,G3,2023-10-17,2686.5,538,Delivered,4.99,-2967.88,5654.38,-110.47385073515727,Ramalingam Kothapeta,Yummies,85% Dark Bars,Bars,Canada,Americas,10.51,0
S00001103,SP01,P13,G5,2024-07-22,6455.25,807,Delivered,8.0,-2026.32,8481.57,-31.390263738817243,Ramalingam Kothapeta,Yummies,85% Dark Bars,Bars,Australia,APAC,10.51,0
S00001106,SP01,P13,G1,2024-12-03,2139.75,195,Delivered,10.97,90.3,2049.45,4.220119172800561,Ramalingam Kothapeta,Yummies,85% Dark Bars,Bars,India,APAC,10.51,0
S00001130,SP01,P13,G5,2023-03-31,3847.5,350,Delivered,10.99,169.0,3678.5,4.392462638076673,Ramalingam Kothapeta,Yummies,85% Dark Bars,Bars,Australia,APAC,10.51,0
S00001134,SP01,P02,G1,2023-12-20,9465.75,1184,Delivered,7.99,609.43,8856.32,6.43826426854713,Ramalingam Kothapeta,Yummies,50% Dark Bites,Bites,India,APAC,7.48,0
S00001144,SP01,P02,G5,2025-01-03,1487.25,136,Shipped,10.94,469.97,1017.28,31.59993276180871,Ramalingam Kothapeta,Yummies,50% Dark Bites,Bites,Australia,APAC,7.48,0
S00001153,SP01,P02,G2,2025-02-07,4623.75,331,Shipped,13.97,2147.87,2475.88,46.4529872938632,Ramalingam Kothapeta,Yummies,50% Dark Bites,Bites,USA,Americas,7.48,0
S00001161,SP01,P02,G6,2023-12-21,2407.5,219,Delivered,10.99,769.38,1638.12,31.957632398753894,Ramalingam Kothapeta,Yummies,50% Dark Bites,Bites,UK,Europe,7.48,0
S00001171,SP01,P20,G4,2024-06-28,2594.25,200,Delivered,12.97,2042.25,552.0,78.72217403873952,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00001172,SP01,P20,G5,2024-10-16,558.0,80,Delivered,6.98,337.2,220.8,60.43010752688171,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,Australia,APAC,2.76,0
S00001176,SP01,P20,G1,2024-11-05,13011.75,1183,Delivered,11.0,9746.67,3265.08,74.90668050031702,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00001181,SP01,P20,G2,2023-12-22,4538.25,757,Delivered,6.0,2448.93,2089.32,53.96198975375971,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00001194,SP01,P20,G2,2025-01-10,1935.0,323,Shipped,5.99,1043.52,891.48,53.92868217054263,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00001204,SP01,P20,G1,2023-12-14,6356.25,636,Delivered,9.99,4600.89,1755.36,72.3837168141593,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00001205,SP01,P20,G1,2024-01-29,6855.75,686,Delivered,9.99,4962.39,1893.36,72.38289027458703,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00001211,SP01,P20,G4,2025-01-07,10534.5,1054,Shipped,9.99,7625.46,2909.04,72.38559020361669,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00001219,SP01,P20,G1,2024-07-03,3231.0,249,Delivered,12.98,2543.76,687.24,78.72980501392757,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00001223,SP01,P20,G2,2024-04-30,5528.25,615,Delivered,8.99,3830.85,1697.4,69.2958892958893,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00001228,SP01,P20,G5,2023-11-21,6147.0,513,Delivered,11.98,4731.12,1415.88,76.96632503660322,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,Australia,APAC,2.76,0
S00001242,SP01,P20,G5,2024-12-27,3982.5,569,Delivered,7.0,2412.06,1570.44,60.566478342749534,Ramalingam Kothapeta,Yummies,Smooth Silky Salty,Bars,Australia,APAC,2.76,0
S00001248,SP01,P09,G1,2024-11-19,1791.0,120,Delivered,14.93,1349.4,441.6,75.34338358458962,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00001257,SP01,P09,G5,2024-05-07,4727.25,263,Delivered,17.97,3759.41,967.84,79.52636310751494,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,Australia,APAC,3.68,0
S00001261,SP01,P09,G1,2024-10-24,3089.25,221,Delivered,13.98,2275.97,813.28,73.67386906207007,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00001262,SP01,P09,G1,2023-01-25,4635.0,290,Delivered,15.98,3567.8,1067.2,76.97518878101403,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00001263,SP01,P09,G1,2023-06-27,8124.75,478,Delivered,17.0,6365.71,1759.04,78.34961075725407,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00001266,SP01,P09,G3,2024-06-25,9299.25,465,Delivered,20.0,7588.05,1711.2,81.59851600935559,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,Canada,Americas,3.68,0
S00001269,SP01,P09,G4,2023-04-19,3656.25,282,Delivered,12.97,2618.49,1037.76,71.61682051282051,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,New Zealand,APAC,3.68,0
S00001275,SP01,P09,G1,2023-01-30,5355.0,268,Delivered,19.98,4368.76,986.24,81.58281979458451,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00001279,SP01,P09,G2,2023-11-08,8104.5,451,Delivered,17.97,6444.82,1659.68,79.52150040101178,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,USA,Americas,3.68,0
S00001291,SP01,P09,G1,2024-05-30,3489.75,175,Delivered,19.94,2845.75,644.0,81.54595601404112,Ramalingam Kothapeta,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00001307,SP01,P18,G2,2023-10-13,8214.75,343,Delivered,23.95,5882.35,2332.4,71.60717002952008,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,USA,Americas,6.8,0
S00001309,SP01,P18,G4,2025-02-12,8037.0,383,Shipped,20.98,5432.6,2604.4,67.59487370909544,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,New Zealand,APAC,6.8,0
S00001311,SP01,P18,G4,2024-07-05,6018.75,251,Delivered,23.98,4311.95,1706.8,71.64195223260643,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,New Zealand,APAC,6.8,0
S00001319,SP01,P18,G1,2024-01-31,7485.75,300,Delivered,24.95,5445.75,2040.0,72.74822162108006,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,India,APAC,6.8,0
S00001326,SP01,P18,G5,2024-11-18,10876.5,518,Delivered,21.0,7354.1,3522.4,67.61458189674988,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,Australia,APAC,6.8,0
S00001331,SP01,P18,G1,2024-06-04,5584.5,266,Delivered,20.99,3775.7,1808.8,67.6103500761035,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,India,APAC,6.8,0
S00001339,SP01,P18,G4,2023-01-11,6367.5,304,Delivered,20.95,4300.3,2067.2,67.53513937966234,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,New Zealand,APAC,6.8,0
S00001340,SP01,P18,G5,2024-08-21,9405.0,392,Delivered,23.99,6739.4,2665.6,71.6576289207868,Ramalingam Kothapeta,Yummies,Manuka Honey Choco,Other,Australia,APAC,6.8,0
S00001357,SP01,P14,G6,2024-01-30,3267.0,126,Delivered,25.93,2456.82,810.18,75.20110192837465,Ramalingam Kothapeta,Yummies,White Choc,Other,UK,Europe,6.43,0
S00001360,SP01,P14,G1,2024-01-11,4488.75,180,Delivered,24.94,3331.35,1157.4,74.21553884711778,Ramalingam Kothapeta,Yummies,White Choc,Other,India,APAC,6.43,0
S00001363,SP01,P14,G2,2023-02-01,2526.75,98,Delivered,25.78,1896.61,630.14,75.06124468190363,Ramalingam Kothapeta,Yummies,White Choc,Other,USA,Americas,6.43,0
S00001364,SP01,P14,G3,2023-03-15,7524.0,342,Delivered,22.0,5324.94,2199.06,70.77272727272727,Ramalingam Kothapeta,Yummies,White Choc,Other,Canada,Americas,6.43,0
S00001366,SP01,P14,G4,2023-12-29,5625.0,209,Delivered,26.91,4281.13,1343.87,76.10897777777778,Ramalingam Kothapeta,Yummies,White Choc,Other,New Zealand,APAC,6.43,0
S00001367,SP01,P14,G4,2024-03-25,4428.0,202,Delivered,21.92,3129.14,1298.86,70.66711833785004,Ramalingam Kothapeta,Yummies,White Choc,Other,New Zealand,APAC,6.43,0
S00001376,SP01,P14,G2,2025-02-20,3602.25,157,Shipped,22.94,2592.74,1009.51,71.97557082379068,Ramalingam Kothapeta,Yummies,White Choc,Other,USA,Americas,6.43,0
S00001391,SP01,P14,G2,2024-03-01,10044.0,402,Delivered,24.99,7459.14,2584.86,74.26463560334528,Ramalingam Kothapeta,Yummies,White Choc,Other,USA,Americas,6.43,0
S00001393,SP01,P14,G4,2024-03-20,2655.0,111,Delivered,23.92,1941.27,713.73,73.11751412429378,Ramalingam Kothapeta,Yummies,White Choc,Other,New Zealand,APAC,6.43,0
S00001402,SP01,P01,G1,2023-09-04,2184.75,85,Delivered,25.7,1737.65,447.1,79.53541595148187,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,India,APAC,5.26,0
S00001404,SP01,P01,G2,2024-01-16,2081.25,95,Delivered,21.91,1581.55,499.7,75.99039039039039,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,USA,Americas,5.26,0
S00001411,SP01,P01,G5,2023-09-18,4446.0,194,Delivered,22.92,3425.56,1020.44,77.04813315339632,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0
S00001412,SP01,P01,G5,2025-03-12,1257.75,67,Placed,18.77,905.33,352.42,71.98012323593719,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0
S00001414,SP01,P01,G1,2024-11-18,6828.75,297,Delivered,22.99,5266.53,1562.22,77.12289950576606,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,India,APAC,5.26,0
S00001422,SP01,P01,G4,2024-09-02,6878.25,265,Delivered,25.96,5484.35,1393.9,79.73467088285538,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,New Zealand,APAC,5.26,0
S00001424,SP01,P01,G5,2023-02-16,263.25,12,Delivered,21.94,200.13,63.12,76.02279202279202,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0
S00001430,SP01,P01,G1,2023-06-22,2621.25,101,Delivered,25.95,2089.99,531.26,79.73257033857891,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,India,APAC,5.26,0
S00001435,SP01,P01,G4,2023-07-20,11803.5,473,Delivered,24.95,9315.52,2487.98,78.9216757741348,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,New Zealand,APAC,5.26,0
S00001446,SP01,P01,G2,2025-02-03,10541.25,528,Shipped,19.96,7763.97,2777.28,73.6532194948417,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,USA,Americas,5.26,0
S00001450,SP01,P01,G4,2023-01-03,9684.0,404,Delivered,23.97,7558.96,2125.04,78.05617513424204,Ramalingam Kothapeta,Yummies,Milk Bars,Bars,New Zealand,APAC,5.26,0
S00001475,SP01,P06,G2,2025-02-24,7947.0,795,Shipped,10.0,2930.55,5016.45,36.87617969044923,Ramalingam Kothapeta,Yummies,Eclairs,Bites,USA,Americas,6.31,0
S00001478,SP01,P06,G4,2024-06-03,6511.5,543,Delivered,11.99,3085.17,3426.33,47.380327113568306,Ramalingam Kothapeta,Yummies,Eclairs,Bites,New Zealand,APAC,6.31,0
S00001480,SP01,P06,G5,2023-07-11,12737.25,980,Delivered,13.0,6553.45,6183.8,51.45105890203929,Ramalingam Kothapeta,Yummies,Eclairs,Bites,Australia,APAC,6.31,0
S00001482,SP01,P06,G5,2024-07-17,1307.25,119,Delivered,10.99,556.36,750.89,42.55957161981259,Ramalingam Kothapeta,Yummies,Eclairs,Bites,Australia,APAC,6.31,0
S00001483,SP01,P06,G6,2023-12-12,774.0,111,Delivered,6.97,73.59,700.41,9.507751937984496,Ramalingam Kothapeta,Yummies,Eclairs,Bites,UK,Europe,6.31,0
S00001488,SP01,P06,G2,2023-12-19,10280.25,1029,Delivered,9.99,3787.26,6492.99,36.840154665499384,Ramalingam Kothapeta,Yummies,Eclairs,Bites,USA,Americas,6.31,0
S00001500,SP01,P06,G1,2024-07-15,2938.5,327,Delivered,8.99,875.13,2063.37,29.781521184277693,Ramalingam Kothapeta,Yummies,Eclairs,Bites,India,APAC,6.31,0
S00001508,SP01,P06,G5,2025-01-28,2925.0,418,Shipped,7.0,287.42,2637.58,9.826324786324788,Ramalingam Kothapeta,Yummies,Eclairs,Bites,Australia,APAC,6.31,0
S00001549,SP01,P19,G4,2023-07-05,4882.5,222,Delivered,21.99,3763.62,1118.88,77.08387096774193,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,New Zealand,APAC,5.04,0
S00001550,SP01,P19,G5,2024-12-02,4.5,1,Delivered,4.5,-0.54,5.04,-12.000000000000002,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00001553,SP01,P19,G6,2023-10-02,11000.25,501,Delivered,21.96,8475.21,2525.04,77.04561259971364,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,UK,Europe,5.04,0
S00001557,SP01,P19,G1,2023-04-12,2691.0,129,Delivered,20.86,2040.84,650.16,75.83946488294315,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,India,APAC,5.04,0
S00001559,SP01,P19,G2,2023-10-31,3719.25,149,Delivered,24.96,2968.29,750.96,79.80883242589232,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,USA,Americas,5.04,0
S00001563,SP01,P19,G4,2023-05-03,4461.75,213,Delivered,20.95,3388.23,1073.52,75.93948562783662,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,New Zealand,APAC,5.04,0
S00001567,SP01,P19,G6,2023-12-06,58.5,3,Cancelled,19.5,43.38,15.12,74.15384615384616,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,UK,Europe,5.04,1
S00001569,SP01,P19,G1,2024-07-19,1982.25,77,Cancelled,25.74,1594.17,388.08,80.422247446084,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,India,APAC,5.04,1
S00001571,SP01,P19,G1,2025-02-05,5379.75,257,Shipped,20.93,4084.47,1295.28,75.92304475115014,Ramalingam Kothapeta,Yummies,70% Dark Bites,Bites,India,APAC,5.04,0
S00001590,SP01,P15,G4,2024-10-24,618.75,42,Delivered,14.73,97.53,521.22,15.762424242424242,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00001591,SP01,P15,G4,2023-01-18,7344.0,525,Cancelled,13.99,828.75,6515.25,11.284722222222223,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,1
S00001594,SP01,P15,G5,2023-03-03,6360.75,425,Delivered,14.97,1086.5,5274.25,17.08131902684432,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,Australia,APAC,12.41,0
S00001602,SP01,P15,G3,2024-02-28,2760.75,185,Delivered,14.92,464.9,2295.85,16.839626912976545,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,Canada,Americas,12.41,0
S00001624,SP01,P15,G1,2024-09-18,5544.0,462,Delivered,12.0,-189.42,5733.42,-3.4166666666666665,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00001626,SP01,P15,G1,2024-12-26,4032.0,269,Delivered,14.99,693.71,3338.29,17.205109126984127,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00001632,SP01,P15,G4,2024-01-09,12978.0,927,Delivered,14.0,1473.93,11504.07,11.357142857142858,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00001635,SP01,P15,G5,2024-10-16,2175.75,198,Delivered,10.99,-281.43,2457.18,-12.93485005170631,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,Australia,APAC,12.41,0
S00001640,SP01,P15,G1,2023-02-06,6149.25,440,Delivered,13.98,688.85,5460.4,11.202179127535878,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00001643,SP01,P15,G2,2024-10-30,5593.5,373,Delivered,15.0,964.57,4628.93,17.244480200232417,Ramalingam Kothapeta,Yummies,Baker's Choco Chips,Bars,USA,Americas,12.41,0
S00001655,SP01,P11,G1,2024-06-10,330.75,37,Delivered,8.94,-47.76,378.51,-14.439909297052154,Ramalingam Kothapeta,Yummies,After Nines,Bites,India,APAC,10.23,0
S00001678,SP01,P11,G5,2023-01-13,605.25,56,Delivered,10.81,32.37,572.88,5.34820322180917,Ramalingam Kothapeta,Yummies,After Nines,Bites,Australia,APAC,10.23,0
S00001691,SP01,P11,G5,2024-04-23,987.75,124,Delivered,7.97,-280.77,1268.52,-28.425208807896734,Ramalingam Kothapeta,Yummies,After Nines,Bites,Australia,APAC,10.23,0
S00001693,SP01,P11,G6,2023-08-29,6072.75,434,Delivered,13.99,1632.93,4439.82,26.889465234037296,Ramalingam Kothapeta,Yummies,After Nines,Bites,UK,Europe,10.23,0
S00001704,SP01,P11,G5,2023-10-18,877.5,98,Delivered,8.95,-125.04,1002.54,-14.24957264957265,Ramalingam Kothapeta,Yummies,After Nines,Bites,Australia,APAC,10.23,0
S00001708,SP01,P10,G1,2024-12-03,4367.25,230,Delivered,18.99,2476.65,1890.6,56.70959986261378,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,India,APAC,8.22,0
S00001713,SP01,P10,G2,2024-12-11,4047.75,270,Delivered,14.99,1828.35,2219.4,45.169538632573655,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,USA,Americas,8.22,0
S00001715,SP01,P10,G4,2024-10-25,6318.0,452,Delivered,13.98,2602.56,3715.44,41.192782526115856,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,New Zealand,APAC,8.22,0
S00001718,SP01,P10,G5,2023-09-12,8466.75,499,Delivered,16.97,4364.97,4101.78,51.554256355744535,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,Australia,APAC,8.22,0
S00001721,SP01,P10,G6,2023-03-17,4853.25,286,Cancelled,16.97,2502.33,2350.92,51.55988255292845,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,UK,Europe,8.22,1
S00001723,SP01,P10,G1,2024-02-06,8635.5,540,Delivered,15.99,4196.7,4438.8,48.59822824387702,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,India,APAC,8.22,0
S00001724,SP01,P10,G1,2023-06-27,4189.5,247,Delivered,16.96,2159.16,2030.34,51.53741496598639,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,India,APAC,8.22,0
S00001736,SP01,P10,G1,2023-10-06,6916.5,407,Delivered,16.99,3570.96,3345.54,51.62958143569725,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,India,APAC,8.22,0
S00001737,SP01,P10,G1,2023-02-21,4905.0,327,Delivered,15.0,2217.06,2687.94,45.2,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,India,APAC,8.22,0
S00001743,SP01,P10,G4,2023-10-04,5141.25,286,Delivered,17.98,2790.33,2350.92,54.27337709700948,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,New Zealand,APAC,8.22,0
S00001749,SP01,P10,G6,2024-12-16,8896.5,636,Delivered,13.99,3668.58,5227.92,41.23621648963075,Ramalingam Kothapeta,Yummies,Spicy Special Slims,Bites,UK,Europe,8.22,0
S00001753,SP01,P04,G1,2024-12-26,9058.5,324,Delivered,27.96,7811.1,1247.4,86.22950819672131,Ramalingam Kothapeta,Yummies,Raspberry Choco,Bars,India,APAC,3.85,0
S00001761,SP01,P04,G5,2024-07-18,6948.0,249,Delivered,27.9,5989.35,958.65,86.20250431778929,Ramalingam Kothapeta,Yummies,Raspberry Choco,Bars,Australia,APAC,3.85,0
